titulo,parceiro,depositario,loc_celebracao,pais_celebracao,data,temas,status,n_registro_onu,vigor_int_em,expirou_em,pdf_url
Ajuste Complementar ao Acordo Básico de Cooperação Técnica e Científica entre o Governo da República Federativa do Brasil e o Governo dos Estados Unidos Mexicanos para Implementação do Projeto “Capacitação de Técnicos Mexicanos no Tema de Sanidade Vegetal”,México,NA,Brasília,Brasil,11/08/2009,Sanidade Animal e Vegetal; Cooperação Técnica,Em Vigor,NA,11/08/2009,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/11103
Ajuste Complementar ao Acordo Básico de Cooperação Técnica e Científica entre o Governo da República Federativa do Brasil e o Governo dos Estados Unidos Mexicanos para Implementação do Projeto “Intercâmbio de Experiências e Conhecimentos entre Brasil e México sobre Práticas Integrativas e Complementares e Competência Intercultural na Oferta de Serviços de Saúde”,México,NA,Brasília,Brasil,11/08/2009,Saúde; Cooperação Técnica,Em Vigor,NA,11/08/2009,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/11427
Ajuste Complementar ao Acordo Básico de Cooperação Técnica e Científica entre o Governo da República Federativa do Brasil e o Governo dos Estados Unidos Mexicanos para Implementação do Projeto “Fortalecimento Institucional do INEGI na Área de Geografia”,México,NA,Brasília,Brasil,11/08/2009,Cooperação Técnica,Em Vigor,NA,11/08/2009,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/11431
Ajuste Complementar ao Acordo Básico de Cooperação Técnica e Científica entre o Governo da República Federativa do Brasil e o Governo dos Estados Unidos Mexicanos para Implementação do Projeto “Fortalecimento Institucional do INEGI na Área de Estatística”,México,NA,Brasília,Brasil,11/08/2009,Cooperação Técnica,Em Vigor,NA,11/08/2009,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/11433
Ajuste Complementar ao Acordo Básico de Cooperação Técnica e Científica entre o Governo da República Federativa do Brasil e o Governo dos Estados Unidos Mexicanos para Implementação do Projeto “Apoio ao Processo de Implementação de Bancos de Leite Humano no México”,México,NA,Brasília,Brasil,11/08/2009,Saúde; Cooperação Técnica,Em Vigor,NA,11/08/2009,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/11437
Ajuste Complementar ao Acordo Básico de Cooperação Técnica e Científica entre o Governo da República Federativa do Brasil e o Governo dos Estados Unidos Mexicanos para Implementação do Projeto “Apoio ao Desenvolvimento de Sistemas de Informações sobre Água”,México,NA,Brasília,Brasil,11/08/2009,Cooperação Técnica,Em Vigor,NA,11/08/2009,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/11425
Memorando de Entendimento entre o Governo da República Federativa do Brasil e o Governo do Reino da Espanha para a Realização de Atividades de Cooperação Técnica com Terceiros Países,Espanha,NA,Brasília,Brasil,04/08/2009,Cooperação Técnica,Em Vigor,NA,04/08/2009,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/5548
"Acordo para a Formalização do Direito de Uso e Aproveitamento da Terra e Cessão de Uso de Terrenos, com Base na Reciprocidade, para as Embaixadas da República Federativa do Brasil e da República Democrática de Timor-Leste",Timor Leste,NA,Dili,Timor Leste,31/07/2009,Relações Diplomáticas e Consulares,Em Vigor,50682,31/07/2009,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/12047
Ajuste Administrativo para a Aplicação do Convênio de Previdência Social entre a República Federativa do Brasil e a República do Chile e Resolução dos Organismos de Ligação,Chile,NA,São Paulo,Brasil,30/07/2009,Previdência Social,Em Vigor,NA,01/09/2009,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/3670
Memorando de Entendimento entre o Governo da República Federativa do Brasil e o Governo da República do Chile para o Estabelecimento da Comissão Bilateral Brasil-Chile.,Chile,NA,São Paulo,Brasil,30/07/2009,Comissão Mista,Em Vigor,NA,30/07/2009,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/3661
Acordo de Serviços Aéreos entre o Governo da República Federativa do Brasil e o Governo da República do Chile (2009),Chile,NA,São Paulo,Brasil,30/07/2009,Transporte Aéreo,Em Vigor,NA,05/08/2011,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/3663
"Ajuste Complementar ao Acordo de Cooperação Econômica, Técnica e Científica entre o Governo da República Federativa do Brasil e o Governo da República Federal da Nigéria na Área de Biotecnologia",Nigéria,NA,Brasilia,Brasil,29/07/2009,Cooperação Científica e Tecnológica,Em Vigor,NA,29/07/2009,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/8931
Memorando de Entendimento em Matéria de Cooperação na Área de Energia entre a República Federativa do Brasil e a República Federal da Nigéria,Nigéria,NA,Brasilia,Brasil,29/07/2009,Energia,Em Vigor,NA,29/07/2009,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/8934
Memorando de Entendimento entre o Governo da República Federativa do Brasil e o Governo da República Federal da Nigéria sobre Cooperação Esportiva,Nigéria,NA,Brasilia,Brasil,29/07/2009,Cooperação Educacional e Esportiva,Em ratificação da(s) outra(s) Parte(s),NA,11/08/2009,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/9033
Memorando de Entendimento entre o Ministério das Relações Exteriores da república Federativa do Brasil e o Ministério dos Negócios Estrangeiros da República Árabe do Egito sobre Cooperação Mútua entre Institutos Diplomáticos,Egito,NA,Brasilia,Brasil,29/07/2009,Academias Diplomáticas,Em Vigor,NA,29/07/2009,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/4953
Memorando de Entendimento entre a República Federativa do Brasil e a República Árabe do Egito para Promover Ações Conjuntas de Cooperação Técnica em Países da África,Egito,NA,Brasilia,Brasil,29/07/2009,Cooperação Técnica,Em Vigor,NA,29/07/2009,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/4955
Declaração Conjunta dos Presidentes da República Federativa do Brasil e da República do Paraguai.,Paraguai,NA,Assunção,Paraguai,25/07/2009,Declaração Conjunta,Em Vigor,NA,25/07/2009,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/9837
"Acordo entre o Governo da República Federativa do Brasil e o Governo dos Estados Unidos Mexicanos sobre a concessão de autorização de trabalho para dependentes de Agentes Diplomáticos, Funcionários Consulares e Pessoal Técnico e Administrativo de Missões Diplomáticas e Consulares acreditados no outro País.",México,NA,Brasilia,Brasil,23/07/2009,Dependentes - Atividades Remuneradas,Em Vigor,NA,30/06/2011,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/8469
Acordo Bilateral sobre Serviços Aéreos entre o Governo da República Federativa do Brasil e o Governo do Estado de Israel,Israel,NA,Brasília,Brasil,22/07/2009,Transporte Aéreo,Superado,NA,14/06/2011,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/7669
"Acordo, por Troca de Notas, entre o Governo da República Federativa do Brasil e o Governo do Japão sobre isenção de PIS, FINSOCIAL e COFINS para aeronaves japonesas operando no Brasil.",Japão,NA,Brasilia,Brasil,22/07/2009,"Aduanas, Impostos e Tarifas",Em Vigor,50587,22/07/2009,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/5074
Programa Executivo do Acordo Básico de Cooperação Técnica entre o Governo da República Federativa do Brasil e o Governo da República de Cabo Verde para a Implementação do Projeto ``Fortalecimento do Instituto Nacional de Estatística de Cabo Verde ``.,Cabo Verde,NA,Praia,Cabo Verde,21/07/2009,Cooperação Técnica,Em Vigor,NA,21/07/2009,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/3366
Programa Executivo ao Acordo Geral de Cooperação entre a República Federativa do Brasil e a República de Moçambique para o Projeto “Implantação de Centro de Formação Profissional Brasil-Moçambique”,Moçambique,NA,Brasília,Brasil,21/07/2009,Profissões Liberais; Cooperação Técnica,Em Vigor,NA,21/07/2009,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/8506
Programa Executivo ao Acordo Geral de Cooperação entre a República Federativa do Brasil e a República de Moçambique para o Projeto “Capacitação Técnica em Matéria de Prisões”,Moçambique,NA,Brasília,Brasil,21/07/2009,Segurança Pública,Em Vigor,NA,21/07/2009,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/8514
Programa Executivo ao Acordo Geral de Cooperação entre a República Federativa do Brasil e a República de Moçambique para o Projeto “Reabilitação do Cefloma – Centro Florestal de Machipanda”,Moçambique,NA,Brasília,Brasil,21/07/2009,Meio Ambiente,Em Vigor,NA,21/07/2009,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/8516
Memorando de Entendimento entre a Comissão Nacional de Energia Nuclear (CNEN) e a Corporação Estatal de Energia Atômica “ROSATOM” sobre Cooperação no Campo do Uso da Energia Nuclear para Fins Pacíficos,Rússia,NA,Moscou,Rússia,21/07/2009,Energia Nuclear,Em Vigor,NA,NA,NA,NA
Memorando de Entendimento entre o Ministério da Pesca e Aquicultura da República Federativa do Brasil e a Agência Federal para Pesca (da Federação Russa),Rússia,NA,Moscou,Rússia,20/07/2009,Pesca,Em Vigor,NA,NA,NA,NA
"Acordo, por Troca de Notas, entre o Governo do Japão e o Governo da República Federativa do Brasil, em Relação à Concessão de Empréstimo Japonês com Vistas a Promover os Esforços de Estabilização e Desenvolvimento Econômicos da República Federativa do Brasil",Japão,NA,Brasília,Brasil,14/07/2009,Empréstimos,Em Vigor,NA,15/09/2010,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/5023
"Acordo, por Troca de Notas, entre o Governo dos Emirados Árabes Unidos e o Governo da República Federativa do Brasil com o Objetivo de Promover o Intercâmbio Comercial e Turístico entre os Dois Países por meio da Isenção Recíproca de Imposto de Renda de Empresas de Transporte Aéreo",Emirados Árabes Unidos,NA,Brasília,Brasil,14/07/2009,"Aduanas, Impostos e Tarifas",Em Vigor,50588,14/07/2009,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/5039
Memorando de Entendimento entre o Governo da República Federativa do Brasil e o Governo da República da África do Sul (no Campo da Educação).,África do Sul,NA,Paris,França,07/07/2009,Cooperação Artístico-cultural,Em Vigor,NA,07/07/2009,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/100
"Ajuste Complementar ao Acordo Básico de Cooperação Técnica e Científica Entre o Governo da República Federativa do Brasil e o Governo da República de Gana para Implementação do Projeto ""Apoio A Estruturação do Programa Nacional de Atenção Integral à Pessoa com Doença Falciforme da República de Gana""",Gana,NA,Acra,Gana,07/07/2009,Cooperação Científica e Tecnológica; Saúde; Cooperação Técnica,Em Vigor,NA,07/07/2009,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/6246
Ajuste Complementar do Acordo de Cooperação Técnica entre o Governo da República Federativa do Brasil e a Comissão da União Africana para a Implementação de Projetos nas Áreas de Agricultura e Pecuária,UA - União Africana,NA,Sirte,Líbano,01/07/2009,Pecuária; Agricultura; Cooperação Técnica,Em Vigor,NA,01/07/2009,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/12150
Ajuste Complementar ao Acordo de Cooperação Técnica entre o Governo da República Federativa do Brasil e a Comissão da União Africana para implementação de Projetos Inovadores de Cooperação Horizontal em Benefício do Desenvolvimento Sustentável na Cadeira de Algodão nos Países da África,UA - União Africana,NA,Sirte,Libia,01/07/2009,Agricultura; Produtos Agrícolas; Cooperação Técnica,Em Vigor,NA,01/07/2009,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/12432
Ajuste Complementar do Acordo de Cooperação Técnica entre o Governo da República Federativa do Brasil e a Comissão da União Africana para Implementação de Projetos na Área de Desenvolvimento Social,UA - União Africana,NA,Sirte,Libia,01/07/2009,Direitos Humanos; Cooperação Técnica,Em Vigor,NA,01/07/2009,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/12152
Protocolo de Cooperação entre a Comunidade dos Países de Língua Portuguesa (CPLP) e o Governo da República Federativa do Brasil para a Implementação do Projeto “Conferência Internacional Infanto-Juvenil: uma Contribuição ao Programa de Educação Ambiental da CPLP”,Comunidade dos Países de Língua Portuguesa,NA,Lisboa,Portugal,30/06/2009,Cooperação Educacional e Esportiva; Meio Ambiente; Cooperação Artístico-cultural,Em Vigor,NA,30/06/2009,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/5070
"Ajuste Complementar ao Acordo Básico de Assistência Técnica entre o Governo da República Federativa do Brasil e a Organização das Nações Unidas, a Organização Internacional do Trabalho, a Organização das Nações Unidas para a Alimentação e a Agricultura, a Organização das Nações Unidas para a Educação, a Ciência e a Cultura, a Organização de Aviação Civil Internacional, a Organização Mundial da Saúde, a União Internacional de Telecomunicações, a Organização Metereológica Mundial, a Agência Internacional de Energia Atômica e a União Postal Universal para a Operação no Brasil da Unidade Temática do PNUD sobre Redução da Pobreza",PNUD - Programa das Nações Unidas para o Desenvolvimento,NA,Brasília,Brasil,30/06/2009,Cooperação Técnica,Em Vigor,NA,30/06/2009,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/10289
Emenda ao Anexo II do Acordo de Transporte Rodoviário Internacional de Passageiros e Cargas entre os Governos da República Federativa do Brasil e da República Cooperativista da Guiana,Guiana,NA,Georgetown,Guiana,29/06/2009,Acordo de Transporte Rodoviário Internacional de Passageiros e Cargas entre os Governos da República Federativa do Brasil e da República Cooperativista da Guiana; Transporte Rodoviário,Em Vigor,NA,18/04/2018,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/6470
"Acordo entre o Governo da República Federativa do Brasil e o Governo da República das Filipinas sobre o Exercício de Atividade Remunerada por parte de Dependentes do Pessoal Diplomático, Consular, Administrativo e Técnico",Filipinas,NA,Brasília,Brasil,24/06/2009,Dependentes - Atividades Remuneradas,Em Vigor,NA,12/09/2011,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/5824
Memorando de Entendimento entre o Governo da República Federativa do Brasil e o Governo da República das Filipinas sobre Cooperação no Campo da Agricultura,Filipinas,NA,Brasília,Brasil,24/06/2009,Agricultura,Em Vigor,NA,06/09/2011,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/5802
Memorando de Entendimento entre o Governo da República Federativa do Brasil e o Governo da República de Moçambique para o Desenvolvimento do Turismo,Moçambique,NA,Maputo,Moçambique,16/06/2009,"Turismo, Feira e Exposições",Em Vigor,NA,16/06/2009,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/8518
Declaração Conjunta do Presidente da República Federativa do Brasil e do Diretor Geral da Organização Internacional do Trabalho,OIT - Organização Internacional do Trabalho,NA,Genebra,Suíça,15/06/2009,Declaração Conjunta,Em Vigor,NA,15/06/2009,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/9266
"Acordo entre o Governo da República Federativa do Brasil e o Conselho Federal Suíço sobre o Exercício de Atividades Remuneradas por parte de Familiares dos Membros de Missões Diplomáticas, Repartições Consulares e Missões Permanentes",Suíça,NA,Brasília,Brasil,15/06/2009,Dependentes - Atividades Remuneradas,Em Vigor,NA,30/11/2011,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/11259
Acordo de Cooperação Educacional entre o Governo da República Federativa do Brasil e o Governo da República de Botsuana,Botsuana,NA,Gaborone,Botsuana,11/06/2009,Cooperação Educacional e Esportiva; Cooperação Universitária,Em Vigor,NA,05/10/2011,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/3268
Acordo de Cooperação Cultural entre o Governo da República Federativa do Brasil e o Governo da República de Botsuana,Botsuana,NA,Gaborone,Botsuana,11/06/2009,Cooperação Artístico-cultural,Em Vigor,50589,04/07/2011,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/3208
"Ajuste Complementar ao Acordo de Cooperação Técnica entre o Governo da República Federativa do Brasil e o Governo da República da Costa Rica para Implementação do Projeto “Fortalecimento dos Processos de Operação, Manutenção e Controle de Estações de Tratamento de Águas Residuárias em Pequenas Coletividades Urbanas e Sistemas Lagunares”",Costa Rica,NA,São José,Costa Rica,03/06/2009,Cooperação Técnica,Em Vigor,NA,21/07/2009,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/4373
"Visita de Estado a República da Guatemala do Excelentíssimo Senhor Presidente da República Federativa do Brasil, Luiz Inácio Lula da Silva - Declaração Conjunta",Guatemala,NA,Guatemala,Guatemala,01/06/2009,Declaração Conjunta,Em Vigor,NA,02/06/2009,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/6377
Ajuste Complementar ao Acordo Básico de Cooperação Científica e Técnica entre o Governo da República Federativa do Brasil e o Governo da República da Guatemala para a Implementação do Projeto “Centro de Formação Profissional Brasil - Guatemala”,Guatemala,NA,Guatemala,Guatemala,01/06/2009,Cooperação Científica e Tecnológica; Cooperação Técnica,Em Vigor,NA,25/11/2009,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/6483
Ajuste Complementar ao Acordo Básico de Cooperação Científica e Técnica entre o Governo da República Federativa do Brasil e o Governo da República da Guatemala para a Implementação do Projeto “Cozinha Brasil - Guatemala”,Guatemala,NA,Guatemala,Guatemala,01/06/2009,Cooperação Científica e Tecnológica; Cooperação Técnica,Em Vigor,NA,13/05/2011,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/6525
Acordo entre o Governo da República Federativa do Brasil e o Governo da República da Namíbia sobre Cooperação no Domínio da Defesa,Namíbia,NA,Windhoek,Namíbia,01/06/2009,Defesa e Assuntos Militares,Situação especial,NA,12/08/2011,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/9889
Acordo Básico de Cooperação Técnica entre o Governo da República Federativa do Brasil e o Governo da República da Libéria,Libéria,NA,Monróvia,Libéria,29/05/2009,Cooperação Técnica,Em Vigor,NA,19/07/2013,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/1294
Acordo de Cooperação Cultural entre o Governo da República Federativa do Brasil e o Governo da República do Uzbequistão,Uzbequistão,NA,Brasília,Brasil,28/05/2009,Cooperação Artístico-cultural,Em Vigor,NA,09/06/2011,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/12605
Acordo entre o Governo da República Federativa do Brasil e o Governo da República do Uzbequistão sobre a Isenção de Visto para Portadores de Passaportes Diplomáticos,Uzbequistão,NA,Brasília,Brasil,28/05/2009,Vistos e Imigração,Em Vigor,50590,26/08/2009,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/12498
Memorando de Entendimento sobre Consultas Políticas entre o Ministério das Relações Exteriores da República Federativa do Brasil e o Ministério dos Negócios Estrangeiros da República do Uzbequistão,Uzbequistão,NA,Brasília,Brasil,28/05/2009,Entendimento; Consultas Diplomáticas,Em Vigor,NA,28/05/2009,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/12543
Acordo entre o Governo da República Federativa do Brasil e o Governo da República do Uzbequistão sobre Cooperação Econômica e Comercial,Uzbequistão,NA,Brasília,Brasil,28/05/2009,Comércio; Cooperação Econômica,Em Vigor,NA,17/08/2015,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/12600
Memorando de Entendimento entre o Governo da República Federativa do Brasil e o Governo da República do Uzbequistão para a Cooperação na Área de Turismo,Uzbequistão,NA,Brasília,Brasil,28/05/2009,"Cooperação; Entendimento; Turismo, Feira e Exposições",Em Vigor,NA,28/05/2009,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/12562
Declaração Conjunta entre a República Federativa do Brasil e a República do Uzbequistão,Uzbequistão,NA,Brasília,Brasil,28/05/2009,Declaração Conjunta,Em Vigor,NA,28/05/2009,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/12567
Acordo de Cooperação em Agricultura entre o Governo da República Federativa do Brasil e o Governo da República do Uzbequistão,Uzbequistão,NA,Brasília,Brasil,28/05/2009,Cooperação Técnica; Agricultura,Em Vigor,NA,04/02/2016,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/2591
Acordo de Cooperação Técnica entre Governo da República Federativa do Brasil e o Governo da República do Uzbequistão,Uzbequistão,NA,Brasília,Brasil,28/05/2009,Cooperação Técnica,Em Vigor,50591,09/06/2011,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/13319
Carta de Intención entre el Gobierno de la República Federativa del Brasil y el Gobierno de la República Bolivariana de Venezuela para el Financiamiento de Proyectos Binacionales Venezolano-Brasileños (Carta de Intenções entre o Governo da República Federativa do Brasil e o Governo da República Bolivariana da Venezuela para o Financiamento de Projetos Binacionais Venezuelano-Brasileiros),Venezuela,NA,Salvador,Brasil,26/05/2009,Cooperação Financeira,Expirado,NA,NA,23/11/2009,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/13602
Programa de Trabalho entre o Governo da República Federativa do Brasil e o Governo da República Bolivariana da Venezuela em Matéria de Assistência Técnica na Área de Agricultura Familiar.,Venezuela,NA,Salvador,Brasil,26/05/2009,Agricultura,Em Vigor,NA,09/06/2009,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/12757
Ajuste Complementar ao Acordo Básico de Cooperação Técnica entre o Governo da República Federativa do Brasil e o Governo da República Bolivariana da Venezuela em Matéria de Moradia e Habitação,Venezuela,NA,Salvador,Brasil,26/05/2009,Cooperação Técnica,Em ratificação da(s) outra(s) Parte(s),NA,NA,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/13341
Mercosul e Programa de Liberalização Comercial – Programa de Liberación Comercial entre la República Federativa del Brasil y la República Bolivariana de Venezuela.,Venezuela,NA,Salvador,Brasil,25/05/2009,Comércio,Situação especial,NA,NA,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/13597
Ajuste Complementar ao Acordo Básico de Cooperação Científica e Técnica entre o Governo da República Federativa do Brasil e o Governo da República Oriental do Uruguai para Implementação do Projeto “Fortalecimento das Políticas de Enfrentamento à Epidemia de DST/AIDS no Uruguai.”,Uruguai,NA,Montevidéu,Uruguai,25/05/2009,Cooperação Técnica; Cooperação Científica e Tecnológica; Saúde,Em Vigor,NA,25/05/2009,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/12814
Ajuste Complementar ao Acordo Básico de Cooperação Científica e Técnica entre o Governo da República Federativa do Brasil e o Governo da República Oriental do Uruguai para Implementação do Projeto “Fortalecimento do Ensino Técnico na Área do Meio Ambiente.”,Uruguai,NA,Montevidéu,Uruguai,25/05/2009,Cooperação Técnica; Cooperação Científica e Tecnológica; Meio Ambiente,Em Vigor,NA,25/05/2009,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/12811
Ajuste Complementar ao Acordo Básico de Cooperação Científica e Técnica entre o Governo da República Federativa do Brasil e o Governo da República Oriental do Uruguai para Implementação do Projeto “Apoio ao Fortalecimento do Sistema Nacional de Sangue e Hemoderivados do Uruguai.”,Uruguai,NA,Montevidéu,Uruguai,25/05/2009,Cooperação Técnica; Cooperação Científica e Tecnológica; Saúde,Em Vigor,NA,25/05/2009,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/12810
"Ajuste Complementar ao Acordo de Básico de Cooperação Técnica entre o Governo da República Federativa do Brasil e o Governo da República do Senegal para implementação do projeto ""Apoio ao Desenvolvimento da Rizicultura no Senegal""",Senegal,NA,Salvador,Brasil,25/05/2009,Cooperação Técnica; Agricultura,Em Vigor,NA,25/05/2009,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/10873
Acordo de Cooperação Cultural entre o Governo da República Federativa do Brasil e o Governo da República Argelina Democrática e Popular,Argélia,NA,Rio de Janeiro,Brasil,21/05/2009,Cooperação Artístico-cultural,Em ratificação da(s) outra(s) Parte(s),NA,NA,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/1147
Comunicado Conjunto entre a República do Brasil e a República Popular da China sobre o Contínuo Fortalecimento da Parceria Estratégica,China,NA,Pequim,China,19/05/2009,Declaração Conjunta,Em Vigor,NA,19/05/2009,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/3723
"Memorando de Entendimento entre o Governo da República Federativa do Brasil e o Governo da República da China sobre Petróleo, Equipamento e Financiamento",China,NA,Pequim,China,19/05/2009,Petróleo,Em Vigor,NA,19/05/2009,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/3721
Tratado entre a República Federativa do Brasil e a República Popular da China sobre Auxílio Judicial em Matéria Civil e Comercial,China,NA,Pequim,China,19/05/2009,Direito Civil,Em Vigor,NA,16/08/2014,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/3740
Memorando de Entendimento para o estabelecimento de Consultas Políticas entre o Ministério das Relações Exteriores da República Federativa do Brasil e o Ministério dos Negócios Estrangeiros do Reino da Arábia Saudita.,Arábia Saudita,NA,Riade,Arábia Saudita,16/05/2009,Consultas Diplomáticas,Em Vigor,NA,16/05/2009,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/997
Acordo Geral de Cooperação entre o Governo da República Federativa do Brasil e o Governo do Reino da Arábia Saudita.,Arábia Saudita,NA,Riade,Arábia Saudita,16/05/2009,Cooperação Técnica,Em Vigor,50735,22/09/2010,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/1976
Memorando de Entendimento entre a República Federativa do Brasil e a República do Peru (referente à participação de oficial peruano no contingente brasileiro na MINUSTAH),Peru,NA,Nova York,Estados Unidos,14/05/2009,"Paz, Amizade, Comércio e Navegação",Denunciado,NA,14/05/2009,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/10417
Programa Executivo do Acordo Geral de Cooperação entre a República Federativa do Brasil e a República de Moçambique e para o Projeto “Apoio à Implementação do Sistema Nacional de Arquivos de Estado”,Moçambique,NA,Rio de Janeiro,Brasil,08/05/2009,Cooperação Técnica,Em Vigor,NA,08/05/2009,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/8521
Tratado entre a República Federativa do Brasil e o Reino da Bélgica sobre Auxílio Jurídico Mútuo em Matéria Penal,Bélgica,NA,Brasília,Brasil,07/05/2009,Direito Penal,Em Vigor,NA,12/05/2017,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/2589
Programa Executivo do Acordo Geral de Cooperação entre o Governo da República Federativa do Brasil e o Governo da República de Moçambique para o Projeto “Apoio ao Desenvolvimento Gerencial Estratégico do Governo de Moçambique”,Moçambique,NA,Brasília,Brasil,06/05/2009,Cooperação Técnica,Em Vigor,NA,06/05/2009,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/8530
Acordo para o Estabelecimento de uma Comissão Mista de Cooperação entre o Governo da República Federativa do Brasil e o Governo da República de Botsuana,Botsuana,NA,Brasília,Brasil,05/05/2009,Comissão Mista,Em Vigor,50592,05/05/2009,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/3216
Ajuste Complementar ao Acordo de Cooperação Técnica entre o Governo da República Federativa do Brasil e o Governo da República de Botsuana para Implementação do Projeto “Fortalecimento do Plano Nacional Estratégico para Hiv/Aids 2003-2009”,Botsuana,NA,Brasília,Brasil,05/05/2009,Cooperação Técnica; Saúde,Em Vigor,NA,05/05/2009,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/3155
