titulo,parceiro,depositario,loc_celebracao,pais_celebracao,data,temas,status,n_registro_onu,vigor_int_em,expirou_em,pdf_url
"Memorando de Entendimento entre o Governo da República Federativa do Brasil e o Governo dos Estados Unidos Mexicanos sobre Cooperação para Prevenir e Combater o Tráfico de Migrantes e de Pessoas, bem como para Atenção e Proteção a Suas Vítimas",México,NA,"Playa del Carmen, Quintana Roo",México,23/02/2010,Direitos Humanos; Cooperação; Direito Penal,Em Vigor,NA,25/03/2010,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/11034
Memorando de Entendimento entre o Ministério Das Relações Exteriores do Brasil e o Ministério das Relações Exteriores do Cameroun sobre Cooperação Esportiva,Camarões,NA,Brasília,Camarões,09/02/2010,Cooperação Educacional e Esportiva,Em Vigor,NA,09/02/2010,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/3402
Memorando de Entendimento entre o Ministério Das Relações Exteriores do Brasil e o Ministério das Relações Exteriores do Cameroun Sobre o Estabelecimento de Consultas Políticas,Camarões,NA,Brasília,Camarões,09/02/2010,Consultas Diplomáticas,Em Vigor,NA,09/02/2010,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/3399
Ajuste Complementar ao Acordo Básico de Cooperação Técnica entre o Governo da República Federativa do Brasil e o Governo da República Dominicana para a Implementação do Projeto “Capacitação de Gestores Municipais de Bajos de Haina na Estruturação e Gestão de seus Sistemas e Serviços de Limpeza Pública”,República Dominicana,NA,"São Domingos, República Dominicana",República Dominicana,05/02/2010,Cooperação Técnica; Meio Ambiente,Em Vigor,NA,11/02/2010,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/11564
Ajuste Complementar ao Acordo Básico de Cooperação Técnica entre o Governo da República Federativa do Brasil e o Governo da República Dominicana para a Implementação do Projeto “Apoio à Implementação do Banco de Leite Humano na República Dominicana”,República Dominicana,NA,"São Domingos, República Dominicana",República Dominicana,05/02/2010,Saúde,Em Vigor,NA,11/02/2010,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/11568
Ajuste Complementar ao Acordo Básico de Cooperação Técnica entre o Governo da República Federativa do Brasil e o Governo da República Dominicana para a Implementação do Projeto “Capacitação em Manejo de Controle da Mosca-das-Frutas”,República Dominicana,NA,"São Domingos, República Dominicana",República Dominicana,05/02/2010,Cooperação Técnica; Meio Ambiente,Em Vigor,NA,11/02/2010,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/11571
"Ajuste Complementar ao Acordo Básico de Cooperação Técnica entre o Governo da República Federativa do Brasil e o Governo da República Dominicana para a Implementação do Projeto “Apoio ao Fortalecimento da Autoridade Sanitária Dominicana nas Áreas de Registro de Medicamentos, Farmacovigilância e Inspeções Sanitárias”",República Dominicana,NA,"São Domingos, República Dominicana",República Dominicana,05/02/2010,Saúde,Em Vigor,NA,11/02/2010,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/11552
Ajuste Complementar ao Acordo Básico de Cooperação Técnica entre o Governo da República Federativa do Brasil e o Governo da República Dominicana para a Implementação do Projeto “Rastreabilidade Genética e Produção de Carne e Leite Bovinos”,República Dominicana,NA,São Domingos,República Dominicana,05/02/2010,Pecuária,Em Vigor,NA,11/02/2010,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/12056
Ajuste Complementar ao Acordo Básico de Cooperação Técnica entre o Governo da República Federativa do Brasil e o Governo da República Dominicana para a Implementação do Projeto “Plano de Manejo de Uso e Ocupação da Bacia do Rio Yaque do Norte para a Criação do Parque Linear do Arroyo Gurabo”,República Dominicana,NA,São Domingos,República Dominicana,04/02/2010,Cooperação Técnica; Meio Ambiente,Em Vigor,NA,11/02/2010,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/12049
Acordo entre o Governo da República Federativa do Brasil e o Governo da República Dominicana sobre Cooperação em Matéria de Defesa,República Dominicana,NA,Brasília,Brasil,02/02/2010,Cooperação; Defesa e Assuntos Militares,Superado,NA,NA,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/452
Ajuste Complementar ao Acordo Básico de Cooperação Técnica entre o Governo da República Federativa do Brasil e o Governo da República da Nicarágua para Implementação do Projeto “Capacitação Técnica e Implementação de Mecanismos para o Manejo Sustentável do Sistema de Águas Pluviais das Bacias dos Lagos Manágua e Nicarágua”,Nicarágua,NA,Brasília,Brasil,30/01/2010,Recursos Naturais; Meio Ambiente; Cooperação Técnica,Em Vigor,NA,30/01/2010,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/8861
Ajuste Complementar ao Acordo Básico de Cooperação Técnica entre o Governo da República Federativa do Brasil e o Governo da República da Nicarágua para Implementação do Projeto “Plano de Desenvolvimento Turístico do Departamento de Río San Juan”,Nicarágua,NA,Brasília,Brasil,30/01/2010,"Turismo, Feira e Exposições; Cooperação Técnica",Em Vigor,NA,30/01/2010,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/8863
Memorando de Entendimento entre o Ministério das Relações Exteriores da República Federativa do Brasil e o Ministério dos Negócios Estrangeiros do Estado do Catar para o Estabelecimento de Consultas Bilaterais,Catar,NA,Brasília,Brasil,20/01/2010,Consultas Diplomáticas,Em Vigor,NA,06/04/2010,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/3582
Acordo para o Estabelecimento de Comitê de Cooperação Intergovernamental entre o Governo da República Federativa do Brasil e o Governo do Estado do Catar,Catar,NA,Brasília,Brasil,20/01/2010,Cooperação Técnica; Comércio,Em Vigor,50634,20/01/2010,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/3563
Acordo de Cooperação Econômica e Comercial entre o Governo da República Federativa do Brasil e o Governo do Estado do Catar,Catar,NA,Brasília,Brasil,20/01/2010,Comércio; Cooperação Econômica,Tramitação MRE,NA,NA,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/3540
Acordo entre o Governo da República Federativa do Brasil e o Governo do Estado do Catar sobre Isenção de Visto em Passaportes Diplomáticos e Especiais,Catar,NA,Brasília,Brasil,20/01/2010,Vistos e Imigração,Em Vigor,50635,22/06/2010,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/3536
Acordo entre o Governo da República Federativa do Brasil e o Governo do Estado do Catar para Evitar a Dupla Tributação dos Lucros do Transporte Aéreo Internacional,Catar,NA,Brasília,Brasil,20/01/2010,"Transporte Aéreo; Aduanas, Impostos e Tarifas",Em Vigor,NA,20/01/2010,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/3534
Acordo de Serviços Aéreos entre o Governo da República Federativa do Brasil e o Governo do Estado do Catar,Catar,NA,Brasília,Brasil,20/01/2010,Transporte Aéreo,Superado,NA,NA,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/3524
"Ajuste Complementar ao Acordo de Cooperação Técnica entre o Governo da República Federativa do Brasil e o Governo do Belize para a Implementação do Projeto ""Capacitação de Recursos Humanos e Validação de Variedades para Produção de Soja em Belize.""",Belize,NA,Belmopan,Belize,19/01/2010,Cooperação Técnica; Agricultura,Em Vigor,NA,19/01/2010,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/2677
"Ajuste Complementar ao Acordo de Cooperação Técnica entre o Governo da República Federativa do Brasil e o Governo do Belize para a Implementação do Projeto ""Capacitação de Recursos Humanos e Validação de Variedades para Produção de Milho em Belize.""",Belize,NA,Belmopan,Belize,19/01/2010,Cooperação Técnica; Agricultura,Em Vigor,NA,19/01/2010,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/2674
"Ajuste Complementar ao Acordo de Cooperação Técnica entre o Governo da República Federativa do Brasil e o Governo do Belize para a Implementação do Projeto ""Capacitação de Recursos Humanos e Validação de Variedades para Produção de Feijão em Belize.""",Belize,NA,Belmopan,Belize,19/01/2010,Cooperação Técnica; Agricultura,Em Vigor,NA,19/01/2010,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/2672
"Ajuste Complementar ao Acordo de Cooperação Técnica entre o Governo da República Federativa do Brasil e o Governo do Belize para a Implementação do Projeto ""Capacitação de Recursos Humanos e Validação de Variedades para Produção de Arroz de Terras Altas em Belize.""",Belize,NA,Belmopan,Belize,19/01/2010,Cooperação Técnica; Agricultura,Em Vigor,NA,19/01/2010,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/2668
"Acordo sobre o Exercício de Atividade Remunerada por Parte de Dependentes do Pessoal Diplomático, Consular, Militar, Administrativo e Técnico entre o Governo da República Federativa do Brasil e o Governo da República Gabonesa",Gabão,NA,Libreville,Gabão,18/01/2010,Dependentes - Atividades Remuneradas,Em Vigor,NA,28/03/2012,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/5962
"Programa Executivo entre o Governo da República Federativa do Brasil e o Programa das Nações Unidas para o Meio Ambiente, para a Implementação da Assistência Preparatória ao Projeto de Aprimoramento da Capacidade Brasileira de Conservar e Utilizar a Biodiversidade através do Uso e Gerenciamento de Informações",PNUMA - Programa das Nações Unidas para o Meio Ambiente,NA,Brasília,Brasil,15/01/2010,Meio Ambiente,Em Vigor,NA,15/01/2010,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/10567
Ajuste Complementar ao Acordo Básico de Cooperação Técnica entre o Governo da República Federativa do Brasil e o Governo da República da Sérvia sobre Cooperação no Campo Veterinário.,Sérvia,NA,Brasília,Brasil,05/01/2010,Cooperação Técnica; Sanidade Animal e Vegetal,Em Vigor,NA,05/01/2010,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/10939
Memorando de Entendimento entre o Governo da República Federativa do Brasil e o Governo da República Árabe do Egito para o Estabelecimento de Mecanismo de Diálogo Estratégico,Egito,NA,Cairo,Egito,27/12/2009,Consultas Diplomáticas,Em Vigor,NA,27/12/2009,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/4943
Memorando de Entendimento entre o Governo da República Federativa do Brasil e o Governo da República Árabe do Egito em Cooperação Esportiva,Egito,NA,Cairo,Egito,27/12/2009,Cooperação Educacional e Esportiva,Em Vigor,NA,27/12/2009,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/4946
"Emenda ao Ajuste Complementar entre o Governo da República Federativa do Brasil e o Programa das Nações Unidas para o Desenvolvimento (PNUD), Fundamentado no Acordo Básico de Assistência Técnica entre a República Federativa do Brasil e a Organização das Nações Unidas, suas Agências Especializadas e a AIEA, de 29 de dezembro de 1964, para Apoiar a Implementação de Ações na Área de Políticas Públicas",PNUD - Programa das Nações Unidas para o Desenvolvimento,NA,Brasília,Brasil,21/12/2009,"Ajuste Complementar entre a República Federativa do Brasil e o Programa das Nações Unidas para o Desenvolvimento - PNUD, Fundamentado no Acordo Básico de Assistência Técnica entre a República Federativa do Brasil e a Organização das Nações Unidas, suas Agências Especializadas e a AIEA, de 29 de Dezembro de 1964, para Apoiar a Implementação de Ações na Área de Políticas Públicas; Política Administrativa",Em Vigor,NA,21/12/2009,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/10380
Protocolo Adicional ao Acordo Comercial entre o Governo da República Federativa do Brasil e o Governo da República Popular Democrática da Coréia,Coréia do Norte,NA,Pionguiangue,Coréia do Norte,21/12/2009,Acordo Comercial entre o Governo da República Federativa do Brasil e o Governo da República Popular Democrática da Coréia; Cooperação Econômica; Comércio,Tramitação Ministérios/Casa Civil,NA,NA,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/4495
Declaração sobre o Estabelecimento de Voos Regionais Transfronteiriços entre Brasil e Peru,Peru,NA,Lima,Peru,11/12/2009,Transporte Aéreo; Fronteiras e Soberania Territorial; Declaração Conjunta,Em Vigor,NA,11/12/2009,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/10216
Acordo sobre Serviços Aéreos entre o Governo da República Federativa do Brasil e o Governo da República do Peru,Peru,NA,Lima,Peru,11/12/2009,Transporte Aéreo,Em Vigor,NA,21/09/2018,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/10274
"Memorando de Entendimento em Cooperação Sanitária na Área de Pescado e Derivados entre o Ministério da Agricultura, Pecuária e Abastecimento (MAPA) da República Federativa do Brasil e o Instituto Tecnológico Pesqueiro (ITP) da República do Peru",Peru,NA,Lima,Peru,11/12/2009,Pesca,Em Vigor,NA,NA,NA,NA
Acordo de Cooperação em Matéria de Desenvolvimento do Transporte Fluvial nos Rios Amazônicos entre o Governo da República Federativa do Brasil e o Governo da República do Peru,Peru,NA,Lima,Peru,11/12/2009,Transporte Fluvial e Marítimo,Em Vigor,50678,11/12/2009,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/10162
Acordo entre a República Federativa do Brasil e a República do Peru para Facilitação do Trânsito de Veículos de Uso Particular,Peru,NA,Lima,Peru,11/12/2009,Transporte Rodoviário,Tramitação Congresso Nacional,NA,NA,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/10270
Acordo-Quadro entre a República Federativa do Brasil e a República do Peru sobre Localidades Fronteiriças Vinculadas,Peru,NA,Lima,Peru,11/12/2009,Fronteiras e Soberania Territorial,Tramitação Ministérios/Casa Civil,NA,NA,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/10221
Acordo-Quadro entre a República Federativa do Brasil e a República do Peru para o Estabelecimento de Sistemas de Controle Integrado em Postos de Fronteira do Brasil e do Peru,Peru,NA,Lima,Peru,11/12/2009,Fronteiras e Soberania Territorial,Tramitação Ministérios/Casa Civil,NA,NA,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/10209
Acordo Quadro entre a República Federativa do Brasil e a República do Peru para o Estabelecimento de uma Zona de Integração Fronteiriça Brasil-Peru,Peru,NA,Lima,Peru,11/12/2009,Fronteiras e Soberania Territorial,Tramitação Congresso Nacional,NA,NA,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/10158
Ajuste Complementar ao Acordo Básico de Cooperação Científica e Técnica entre o Governo da República Federativa do Brasil e o Governo da República do Peru para Implementação do “Projeto Piloto de Escola Pública Brasileiro-Peruana”,Peru,NA,Lima,Peru,11/12/2009,Cooperação Educacional e Esportiva; Cooperação Técnica,Em ratificação da(s) outra(s) Parte(s),NA,NA,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/10152
Ajuste Complementar ao Acordo Básico de Cooperação Científica e Técnica entre o Governo da República Federativa do Brasil e o Governo da República do Peru para Implementação do Projeto “Fortalecimento de Capacidades para o Desenvolvimento do Plano Nacional de Eletrificação Rural”,Peru,NA,Lima,Peru,11/12/2009,Energia; Cooperação Técnica,Em ratificação da(s) outra(s) Parte(s),NA,NA,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/10149
Ajuste Complementar ao Acordo Básico de Cooperação Científica e Técnica entre o Governo da República Federativa do Brasil e o Governo da República do Peru para Implementação do Projeto “Intercambio de Experiências e Tecnologias para Incremento da Produtividade e Gestão Empresarial dos Produtores de Café na Região do VRAE - Peru”,Peru,NA,Lima,Peru,11/12/2009,Agricultura; Cooperação Técnica,Em ratificação da(s) outra(s) Parte(s),NA,NA,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/10134
Ajuste Complementar ao Acordo Básico de Cooperação Científica e Técnica entre o Governo da República Federativa do Brasil e o Governo da República do Peru para Implementação do Projeto “Intercambio de Experiências e Tecnologias para o Incremento da Produtividade e a Gestão Empresarial de Associações de Produtores de Cacau (Theobroma Cacao) na Região do VRAE - Peru”,Peru,NA,Lima,Peru,11/12/2009,Produtos Agrícolas; Agricultura; Cooperação Técnica,Em ratificação da(s) outra(s) Parte(s),NA,NA,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/10133
Ajuste Complementar ao Acordo Básico de Cooperação Científica e Técnica entre o Governo da República Federativa do Brasil e o Governo da República do Peru para Implementação do Projeto “Apoio à Implementação de Bancos de Leite Humano no Peru”,Peru,NA,Lima,Peru,11/12/2009,Direitos Humanos; Cooperação Técnica,Em ratificação da(s) outra(s) Parte(s),NA,NA,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/10065
Acordo entre o Governo da República Federativa do Brasil e o Governo da República da Eslovênia sobre o Exercício de Atividade Remunerada por parte de Dependentes do Pessoal de Missões Diplomáticas e Repartições Consulares,Eslovênia,NA,Liubliana,Eslovênia,10/12/2009,Dependentes - Atividades Remuneradas,Em Vigor,NA,09/02/2012,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/889
"Programa Executivo entre o Governo da República Federativa do Brasil e o Programa das Nações Unidas para o Meio Ambiente, fundamentado no Acordo Básico de Assistência Técnica entre os Estados Unidos do Brasil e a organização das Nações Unidas, suas Agências Especializadas e a Agência Internacional de Energia Atômica (AIEA), para a Implementação do Projeto “Desenvolvimento de um Plano Nacional de Implementação no Brasil como Primeira Etapa da Implementação da Convenção de Estocolmo sobre Poluentes Orgânicos Persistentes (POPS)",PNUMA - Programa das Nações Unidas para o Meio Ambiente,NA,Brasília,Brasil,08/12/2009,Meio Ambiente,Em Vigor,NA,08/12/2009,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/10570
Ajuste Complementar ao Acordo Básico de Cooperação Técnica e Científica entre o Governo da República Federativa do Brasil e o Governo da República da Guiné-Bissau para Implementação do Projeto “Centro de Formação das Forças de Segurança da Guiné-Bissau”,Guiné Bissau,NA,Brasília,Brasil,07/12/2009,Segurança Pública; Cooperação Científica e Tecnológica; Cooperação Técnica,Em Vigor,NA,07/12/2009,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/6740
"Programa Executivo entre a República Federativa do Brasil e o Escritório das Nações Unidas sobre Drogas e Crime (UNODC), Relativo ao Acordo Básico de Assistência Técnica entre a República Federativa do Brasil e a Organização das Nações Unidas, suas Agências Especializadas e a Agência Internacional de Energia Nuclear para a Promoção da Cooperação Sul-Sul",UNODC - Escritório ONU para o Controle de Drogas e Crime,NA,Brasília,Brasil,07/12/2009,Entorpecentes; Direito Penal; Cooperação Técnica,Em Vigor,NA,07/12/2009,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/5151
"Memorando de Entendimento entre O Governo da República Federativa da Alemanha sobre Cooperação Econômica, sobretudo nos Domínios da Infraestrutura e da Segurança, com vistas à Copa do Mundo Brasil, em 2014, e aos XXXI Jogos Olímpicos e XV Jogos Paraolímpicos no Rio de Janeiro em 2016",Alemanha,NA,Berlim,Alemanha,03/12/2009,Cooperação Educacional e Esportiva; Cooperação Econômica,Em Vigor,NA,03/12/2009,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/1871
"Protocolo de Intenções sobre o Ano Brasil-Alemanha de Ciência, Tecnologia e Inovação 2010/11",Alemanha,NA,Berlim,Alemanha,03/12/2009,Cooperação Técnica; Cooperação Científica e Tecnológica,Expirado,NA,03/12/2009,03/12/2012,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/1550
Acordo por Troca de Notas entre o Governo da República Federativa do Brasil e o Governo da República Federal da Alemanha em Relação à concessão de Contribuições Financeiras e de Empréstimos Alemães com vistas a Promover o Desenvolvimento no Brasil,Alemanha,NA,Berlim,Alemanha,03/12/2009,Empréstimos,Situação especial,NA,NA,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/1525
Tratado de Cooperação Jurídica em Matéria Penal entre a República Federativa do Brasil e a República Federal da Alemanha,Alemanha,NA,Berlim,Alemanha,03/12/2009,Direito Penal,Em ratificação da(s) outra(s) Parte(s),NA,NA,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/1504
Declaração Conjunta de Intenções sobre Cooperação em Matéria de Segurança Pública entre o Governo da República Federativa do Brasil e o Governo da República Federal da Alemanha,Alemanha,NA,Berlim,Alemanha,03/12/2009,Segurança Pública; Declaração Conjunta,Em Vigor,NA,03/12/2009,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/1500
Convênio de Execução do Acordo de Previdência Social de 3 de Dezembro de 2009 entre a República Federativa do Brasil e a República Federal da Alemanha,Alemanha,NA,Berlim,Alemanha,03/12/2009,Previdência Social,Em Vigor,NA,01/05/2013,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/1496
Acordo de Previdência Social entre a República Federativa do Brasil e a República Federal da Alemanha e Protocolo Adicional,Alemanha,NA,Berlim,Alemanha,03/12/2009,Previdência Social,Em Vigor,63783,01/05/2013,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/1435
Memorando de Entendimento sobre Cooperação no Combate à Mudança do Clima entre O Governo da República Federativa do Brasil e o Governo da República Federal da Alemanha,Alemanha,NA,Berlim,Alemanha,03/12/2009,Meio Ambiente,Em Vigor,NA,03/12/2009,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/1438
"Declaração Conjunta do Presidente da República Federativa do Brasil, Luiz Inácio Lula da Silva, e do Presidente da Ucrânia, Victor Yushchenko",Ucrânia,NA,Kiev,Ucrânia,02/12/2009,Declaração Conjunta,Em Vigor,NA,NA,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/12140
Acordo sobre Serviços Aéreos entre o Governo da República Federativa do Brasil e o Gabinete de Ministros da Ucrânia,Ucrânia,NA,Kyiv,Ucrânia,02/12/2009,Transporte Aéreo,Em Vigor,NA,05/01/2018,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/12389
Acordo entre o Governo da República Federativa do Brasil e o Governo da Ucrânia sobre Isenção Parcial de Vistos,Ucrânia,NA,Kiev,Ucrânia,02/12/2009,Vistos e Imigração,Em Vigor,50636,30/10/2011,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/12372
Tratado entre a República Federativa do Brasil e a Ucrânia sobre Transferência de Pessoas Condenadas,Ucrânia,NA,Kiev,Ucrânia,02/12/2009,Direito Penal,Em Vigor,NA,28/09/2014,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/12156
Memorando de Entendimento na Área Educacional entre o Governo da República Federativa do Brasil e o Governo da Ucrânia,Ucrânia,NA,Kiev,Ucrânia,02/12/2009,Cooperação Artístico-cultural,Em Vigor,NA,NA,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/17699
Acordo de Cooperação Cultural entre o Governo da República Federativa do Brasil e o Gabinete de Ministros da Ucrânia,Ucrânia,NA,Kiev,Ucrânia,02/12/2009,Cooperação Artístico-cultural,Em Vigor,NA,27/11/2013,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/12568
Acordo de Cooperação entre o Governo da República Federativa do Brasil e a Comunidade Europeia de Energia Atômica (EURATON) na Área de Pesquisa sobre Energia de Fusão,Comunidade Européia de Energia Atômica - EURATOM,NA,Brasília,Brasil,27/11/2009,Cooperação; Energia Nuclear,Em Vigor,NA,23/01/2013,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/4134
Programa Executivo do Acordo Cultural entre a República Federativa do Brasil e a República Islâmica do Irã para os anos 2009-2012,Irã,NA,Brasília,Brasil,23/11/2009,Cooperação Artístico-cultural,Expirado,NA,23/11/2009,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/7554
Acordo entre o Governo da República Federativa do Brasil e o Governo da República Islâmica do Irã sobre Isenção de Visto para Portadores de Passaportes Diplomáticos,Irã,NA,Brasília,Brasil,23/11/2009,Vistos e Imigração,Em Vigor,NA,28/10/2015,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/3797
Protocolo entre o Ministério das Relações Exteriores da República Federativa do Brasil e o Ministério dos Negócios Estrangeiros da Autoridade Nacional Palestina sobre Cooperação Técnica,Palestina,NA,Salvador,Brasil,20/11/2009,Cooperação Técnica,Expirado,NA,20/11/2009,20/11/2013,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/9419
Acordo por troca de notas entre o Governo da República Federativa do Brasil e o Governo da República da Argentina para implementação do Convênio de Cooperação entre Centrais Elétricas Brasileiras S.A. (Eletrobrás) e Emprendimientos,Argentina,NA,Brasília,Brasil,18/11/2009,Energia,Em Vigor,NA,18/11/2009,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/2150
"Declaração Conjunta - Visita de Trabalho à República Federativa do Brasil da Presidenta da República Argentina, Cristina Fernández de Kirchner",Argentina,NA,Brasília,Brasil,18/11/2009,Declaração Conjunta,Em Vigor,NA,18/11/2009,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/2055
Ajuste Complementar ao Acordo de Cooperação Técnica entre o Governo da República Federativa do Brasil e o Governo da República Argentina para Implementação do Projeto “Fortalecimento do Programa de Controle da Dengue”,Argentina,NA,Brasília,Brasil,18/11/2009,Saúde; Cooperação Técnica; Sanidade Animal e Vegetal,Em Vigor,NA,18/11/2009,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/2093
Acordo de Facilitação Turística entre a República Federativa do Brasil e a República Argentina,Argentina,NA,Brasília,Brasil,18/11/2009,"Turismo, Feira e Exposições",Em Vigor,NA,18/12/2009,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/2186
"Programa Executivo do Acordo Básico de Assistência Técnica entre a República Federativa do Brasil e a Organização das Nações Unidas, suas Agências Especializadas e a AIEA para Implementar Ações de Cooperação na Área de Gestão de Políticas Públicas",ONU (Organização das Nações Unidas),NA,Brasília,Brasil,17/11/2009,Política Administrativa,Expirado,NA,17/11/2009,17/11/2013,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/9259
"Programa Executivo do Acordo de Cooperação Econômica, Científica, Técnica e Cultural entre O Governo da República Federativa do Brasil e o Governo da República do Congo (2009-2012)",República do Congo,NA,Brazzaville,Congo,13/11/2009,Cooperação Técnica; Cooperação Econômica; Cooperação Científica e Tecnológica,Expirado,NA,13/11/2009,13/11/2012,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/6637
Acordo entre o Governo da República Federativa do Brasil e o Governo de Burkina Faso sobre Cooperação Cultural,Burkina Faso,NA,Brasília,Brasil,12/11/2009,Cooperação Artístico-cultural,Em Vigor,NA,06/11/2012,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/240
"Acordo entre o Governo da República Federativa do Brasil e o Governo de Burkina Faso sobre a Isenção de Visto para Portadores de Passaportes Diplomáticos, Oficiais ou de Serviço",Burkina Faso,NA,Brasília,Brasil,12/11/2009,Vistos e Imigração,Em Vigor,50637,05/07/2010,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/3232
Memorando de Entendimento entre o Governo da República Federativa do Brasil e o Governo de Burkina Faso para a Criação de uma Comissão Mista de Cooperação,Burkina Faso,NA,Brasília,Brasil,12/11/2009,Cooperação Científica e Tecnológica,Em Vigor,NA,12/11/2009,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/3191
Memorando de Intenções entre o Governo da República Federativa do Brasil e o Escritório do Alto Comissariado das Nações Unidas para os Direitos Humanos (EACDH) para a Promoção da Cooperação Sul-Sul no Campo dos Direitos Humanos,ONU (Organização das Nações Unidas),NA,Brasília,Brasil,12/11/2009,Direitos Humanos,Em Vigor,NA,12/11/2009,NA,https://aplicacao.itamaraty.gov.br/ApiConcordia/Documento/download/9265
